tweet_id,retweet_count,favorite_count
845812042753855489,8894,29825
845677943972139009,4889,25655
845397057150107648,1846,7772
845306882940190720,5499,23800
845098359547420673,7826,0
844979544864018432,2612,13901
844973813909606400,3279,15411
844580511645339650,3201,16817
844223788422217728,2251,13914
843981021012017153,3003,15457
843856843873095681,4730,21896
843604394117681152,2812,17248
843235543001513987,6165,21992
842846295480000512,3711,15580
842765311967449089,1314,6900
842535590457499648,3594,18501
842163532590374912,5945,25037
842115215311396866,3113,14326
841833993020538882,15603,0
841680585030541313,7986,26290
841439858740625411,3781,12943
841320156043304961,5631,20270
841314665196081154,4804,16206
841077006473256960,5454,23410
840761248237133825,1803,0
840728873075638272,16615,0
840698636975636481,2,180
840696689258311684,1007,12593
840632337062862849,1803,9202
840370681858686976,4684,16879
840268004936019968,5880,19766
839990271299457024,2356,13760
839549326359670784,7999,28200
839290600511926273,146,0
839239871831150596,6720,27920
838952994649550848,4101,20149
838921590096166913,2121,11466
838916489579200512,36,0
838831947270979586,11370,0
838561493054533637,1369,11211
838476387338051585,4937,23186
838201503651401729,10370,0
838150277551247360,343,1721
838085839343206401,1,145
838083903487373313,3246,18102
837820167694528512,8121,35114
837482249356513284,454,3942
837471256429613056,2347,13145
837110210464448512,2450,16490
836989968035819520,2358,13084
836753516572119041,4789,19833
836677758902222849,2293,12968
836648853927522308,566,0
836397794269200385,28517,0
836380477523124226,3075,15180
836260088725786625,4435,21910
836001077879255040,4406,19649
835685285446955009,8428,0
835574547218894849,3737,18310
835536468978302976,1762,0
835309094223372289,21766,0
835297930240217089,3108,16932
835264098648616962,1762,7956
835246439529840640,73,2162
835172783151792128,5956,26932
835152434251116546,3130,23135
834931633769889797,1710,11153
834786237630337024,5672,21884
834574053763584002,2623,14089
834477809192075265,11065,0
834458053273591808,1741,9913
834209720923721728,4938,21249
834167344700198914,3779,16268
834089966724603904,2200,10347
834086379323871233,2284,13456
833863086058651648,2485,13832
833826103416520705,3887,18560
833732339549220864,224,0
833722901757046785,3333,21401
833479644947025920,2126,15308
833124694597443584,5019,20828
832998151111966721,2290,13702
832769181346996225,39,0
832757312314028032,3752,17362
832682457690300417,3040,12252
832645525019123713,545,3020
832636094638288896,2887,16343
832397543355072512,2296,12313
832369877331693569,3310,17711
832273440279240704,2421,11676
832215909146226688,6447,0
832215726631055365,9736,0
832088576586297345,2,67
832040443403784192,10032,0
832032802820481025,4847,18427
831939777352105988,6374,24775
831926988323639298,34,351
831911600680497154,6762,28569
831670449226514432,1883,10785
831650051525054464,2010,7413
831552930092285952,2389,9281
831322785565769729,1601,9532
831315979191906304,1161,6740
831309418084069378,2551,12130
831262627380748289,2125,12303
830956169170665475,1551,8228
830583320585068544,17473,69168
830173239259324417,5929,0
830097400375152640,3090,10158
829878982036299777,5236,0
829861396166877184,2033,12648
829501995190984704,11065,32863
829449946868879360,2109,10826
829141528400556032,7691,25306
829011960981237760,16998,54884
828801551087042563,3544,0
828770345708580865,6130,26451
828708714936930305,11703,37876
828650029636317184,1412,9852
828409743546925057,1209,6545
828408677031882754,1345,7946
828381636999917570,2311,13079
828376505180889089,1114,7650
828372645993398273,3069,13004
828361771580813312,177,2282
828046555563323392,2985,12181
828011680017821696,2242,10730
827933404142436356,5455,20833
827653905312006145,3135,16009
827600520311402496,980,7672
827324948884643840,3181,16405
827199976799354881,2340,10951
826958653328592898,5236,22374
826848821049180160,10647,37750
826615380357632002,4152,0
826598799820865537,263,5292
826598365270007810,2451,10425
826476773533745153,4407,19107
826240494070030336,2712,13771
826204788643753985,968,5050
826115272272650244,3277,16237
825876512159186944,1958,10845
825829644528148480,2598,13215
825535076884762624,18085,54157
825147591692263424,4760,18998
825120256414846976,1336,0
825026590719483904,1336,6578
824796380199809024,5747,0
824775126675836928,3680,15511
824663926340194305,1815,10475
824325613288833024,10964,12263
824297048279236611,4045,15654
824025158776213504,619,4976
823939628516474880,2839,11050
823719002937630720,11738,0
823699002998870016,2636,14470
823581115634085888,2762,13542
823333489516937216,26,726
823322678127919110,4215,16353
823269594223824897,10362,0
822975315408461824,3604,17980
822872901745569793,45513,137257
822859134160621569,2403,13784
822647212903690241,6711,0
822610361945911296,3098,15377
822489057087389700,6711,18899
822462944365645825,15181,29440
822244816520155136,10362,36415
822163064745328640,5031,0
821886076407029760,2435,11799
821813639212650496,3509,0
821765923262631936,1730,8753
821522889702862852,1853,8358
821421320206483457,5870,0
821407182352777218,4548,12261
821153421864615936,10,265
821149554670182400,2108,9053
821107785811234820,2236,9984
821044531881721856,2403,13168
820837357901512704,7062,0
820749716845686786,10370,32828
820690176645140481,3391,12711
820494788566847489,593,0
820446719150292993,2695,0
820314633777061888,593,3473
820078625395449857,6579,20645
820013781606658049,1239,0
819952236453363712,1239,5545
819924195358416896,5112,13427
819711362133872643,3268,14004
819588359383371776,2075,9992
819347104292290561,1263,7523
819238181065359361,427,2383
819227688460238848,7062,24085
819015337530290176,38687,0
819015331746349057,19887,0
819006400881917954,19887,47142
819004803107983360,38687,90535
818646164899774465,22037,0
818627210458333184,7919,23314
818614493328580609,2709,10271
818588835076603904,6469,0
818536468981415936,2601,11380
818307523543449600,8529,0
818259473185828864,2400,11503
818145370475810820,2715,12799
817908911860748288,837,5060
817827839487737858,28517,54054
817777686764523521,2834,11192
817536400337801217,3143,12294
817502432452313088,3583,0
817423860136083457,15603,35540
817415592588222464,1005,5845
817181837579653120,8928,0
817171292965273600,2127,9115
817120970343411712,2740,12742
817056546584727552,1729,8966
816829038950027264,4968,0
816816676327063552,2151,10471
816697700272001025,2308,10223
816450570814898180,8529,31904
816336735214911488,2049,8989
816091915477250048,2263,9332
816062466425819140,1088,0
816014286006976512,5561,0
815990720817401858,1088,5196
815966073409433600,8928,23416
815745968457060357,4367,0
815736392542261248,2386,10282
815639385530101762,1730,8592
815390420867969024,4009,10837
814986499976527872,1355,7997
814638523311648768,2857,11785
814578408554463233,6143,0
814530161257443328,1953,9033
814153002265309185,9161,30119
813944609378369540,3360,0
813910438903693312,1971,9727
813812741911748608,14752,38086
813800681631023104,1859,8730
813217897535406080,7705,19531
813202720496779264,1900,9637
813187593374461952,4614,20773
813172488309972993,2024,9732
813157409116065792,2333,8116
813142292504645637,2501,8846
813130366689148928,473,4674
813127251579564032,3302,12405
813112105746448384,2910,10786
813096984823349248,3814,11018
813081950185472002,2925,10338
813066809284972545,2061,8347
813051746834595840,7767,21945
812781120811126785,2026,7943
812709060537683968,1511,6940
812503143955202048,1297,6357
812466873996607488,2038,8351
812372279581671427,3875,14342
811985624773361665,1486,7602
811744202451197953,1686,7911
811647686436880384,786,5853
811627233043480576,3279,13384
811386762094317568,6743,21887
810984652412424192,1528,5597
810896069567610880,1876,9474
810657578271330305,2806,11495
810284430598270976,12004,37024
810254108431155201,3544,15387
809920764300447744,4152,16224
809808892968534016,5173,0
809448704142938112,1552,7269
809220051211603969,5929,20884
809084759137812480,3725,13866
808838249661788160,3232,10597
808733504066486276,2293,8298
808501579447930884,2753,11839
808344865868283904,22037,44643
808134635716833280,6285,0
808106460588765185,2339,9196
808001312164028416,3744,13172
807621403335917568,3865,15271
807106840509214720,58757,124436
807059379405148160,7753,0
807010152071229440,4072,13698
806629075125202948,36768,78625
806620845233815552,5856,0
806576416489959424,2057,5104
806542213899489280,2496,10727
806242860592926720,12331,0
806219024703037440,1263,6748
805958939288408065,5683,0
805932879469572096,2030,8688
805826884734976000,1936,6899
805823200554876929,8504,0
805520635690676224,1748,6029
805487436403003392,2679,9220
805207613751304193,1809,8176
804738756058218496,4061,14387
804475857670639616,2131,6430
804413760345620481,3408,0
804026241225523202,17101,46791
803773340896923648,2919,10542
803692223237865472,7851,0
803638050916102144,4365,11507
803380650405482500,1965,8136
803321560782307329,5632,0
803276597545603072,2607,10526
802952499103731712,2123,9474
802624713319034886,3081,0
802600418706604034,1557,7460
802572683846291456,2660,9393
802323869084381190,6176,17019
802265048156610565,1441,6921
802239329049477120,2770,9516
802185808107208704,282,0
801958328846974976,1805,8115
801854953262350336,248,1852
801538201127157760,2186,8605
801285448605831168,874,6351
801167903437357056,6285,25744
801127390143516673,4190,0
801115127852503040,2223,8478
800859414831898624,101,720
800855607700029440,1706,0
800751577355128832,2947,11058
800513324630806528,3185,13792
800459316964663297,2288,9958
800443802682937345,4568,0
800388270626521089,2975,11710
800188575492947969,4195,0
800141422401830912,2695,16086
800018252395122689,13953,29840
799774291445383169,4952,0
799757965289017345,2288,8818
799422933579902976,2038,8464
799308762079035393,5813,0
799297110730567681,2925,10397
799063482566066176,2615,8479
798933969379225600,4750,13780
798925684722855936,1511,7831
798705661114773508,7013,0
798701998996647937,8246,0
798697898615730177,6874,0
798694562394996736,5256,0
798686750113755136,2463,0
798682547630837760,4987,0
798673117451325440,5888,0
798665375516884993,4132,0
798644042770751489,1964,0
798628517273620480,2088,0
798585098161549313,6056,0
798576900688019456,6200,0
798340744599797760,3558,0
798209839306514432,2711,10909
797971864723324932,3307,12227
797545162159308800,5154,15259
797236660651966464,7019,20974
797165961484890113,28,237
796904159865868288,9432,0
796865951799083009,2019,8067
796759840936919040,3240,12451
796563435802726400,7718,0
796484825502875648,1867,7969
796387464403357696,4411,11562
796177847564038144,15148,0
796149749086875649,15148,33952
796125600683540480,1907,5199
796116448414461957,2564,9582
796080075804475393,2461,8897
796031486298386433,3925,11367
795464331001561088,25136,52283
795400264262053889,3054,10597
795076730285391872,5747,17031
794983741416415232,3573,0
794926597468000259,2441,10801
794355576146903043,10905,0
794332329137291264,2819,10062
794205286408003585,3511,9676
793962221541933056,5173,17666
793845145112371200,1983,9684
793614319594401792,3311,0
793601777308463104,1723,8386
793500921481273345,2518,11238
793286476301799424,9736,25846
793271401113350145,2525,9108
793256262322548741,8846,21010
793241302385262592,3478,11050
793226087023144960,3041,10340
793210959003287553,2967,9380
793195938047070209,5963,16055
793180763617361921,2116,7284
793165685325201412,2947,9888
793150605191548928,1802,6492
793135492858580992,2630,6794
793120401413079041,4141,13342
792913359805018113,4222,15054
792883833364439040,4523,11875
792773781206999040,1780,7723
792394556390137856,4543,14117
792050063153438720,1915,7530
791821351946420224,22329,0
791784077045166082,10181,0
791780927877898241,4037,0
791774931465953280,23510,47433
791672322847637504,3311,12342
791406955684368384,4367,13780
791312159183634433,2682,9226
791026214425268224,4347,0
790987426131050500,2259,10361
790946055508652032,4968,17477
790723298204217344,2453,0
790698755171364864,2027,8614
790581949425475584,7595,21703
790337589677002753,1977,8212
790277117346975746,3360,13180
790227638568808452,3780,0
789986466051088384,2453,9709
789960241177853952,4369,0
789903600034189313,4372,10884
789628658055020548,1879,7885
789599242079838210,2034,7094
789530877013393408,3573,12357
789314372632018944,2422,9056
789280767834746880,5234,0
789268448748703744,2750,9571
789137962068021249,2959,10186
788908386943430656,13150,28758
788765914992902144,10905,28773
788552643979468800,7628,0
788412144018661376,5582,16331
788178268662984705,2223,7584
788150585577050112,1368,6439
788070120937619456,3621,0
788039637453406209,1396,6446
787810552592695296,3240,9104
787717603741622272,2941,10735
787397959788929025,2997,11381
787322443945877504,1847,8164
787111942498508800,7121,0
786963064373534720,8428,27905
786729988674449408,2539,0
786709082849828864,6447,19107
786664955043049472,2697,11159
786595970293370880,3289,9864
786363235746385920,3701,11427
786286427768250368,3018,8354
786233965241827333,5031,16020
786051337297522688,160,1498
786036967502913536,7451,0
785927819176054784,3347,11930
785872687017132033,1922,7006
785639753186217984,2346,8197
785533386513321988,2105,9547
785515384317313025,1334,6390
785264754247995392,1724,7609
785170936622350336,5106,12629
784826020293709826,3408,10601
784517518371221505,2674,9384
784431430411685888,1353,5969
784183165795655680,8504,21076
784057939640352768,11738,31250
783839966405230592,11370,31438
783821107061198850,2065,7696
783695101801398276,3386,10925
783466772167098368,2368,8845
783391753726550016,5795,17661
783347506784731136,5896,0
783334639985389568,12331,30545
783085703974514689,2334,8523
782969140009107456,7753,25244
782747134529531904,1476,7819
782722598790725632,5683,18077
782598640137187329,1978,8149
782305867769217024,5870,17420
782021823840026624,6536,0
781955203444699136,3540,11634
781661882474196992,2850,10924
781655249211752448,1181,4181
781524693396357120,5856,21694
781308096455073793,2684,7454
781251288990355457,2202,8814
781163403222056960,2877,10219
780931614150983680,7718,22604
780858289093574656,2114,7518
780800785462489090,1373,5746
780601303617732608,3509,12655
780543529827336192,1822,6583
780496263422808064,3892,0
780476555013349377,121,0
780459368902959104,1129,5524
780192070812196864,2353,9084
780092040432480260,2427,0
780074436359819264,5239,12777
779834332596887552,7451,19806
779377524342161408,3270,9208
779124354206535695,19354,0
779056095788752897,4761,15446
778990705243029504,7598,20900
778774459159379968,10450,0
778764940568104960,383,902
778748913645780993,1380,7204
778650543019483137,1582,6020
778624900596654080,1059,4841
778408200802557953,4558,14264
778396591732486144,12876,0
778383385161035776,1157,6103
778286810187399168,3463,10857
778039087836069888,2767,8857
778027034220126208,1705,6840
777953400541634568,3720,0
777885040357281792,1715,6636
777684233540206592,3081,11713
777641927919427584,4445,0
777621514455814149,2617,9138
777189768882946048,4515,14919
776819012571455488,14392,0
776813020089548800,1277,5086
776477788987613185,2916,9223
776249906839351296,9611,0
776218204058357768,16726,31263
776201521193218049,2643,10020
776113305656188928,4568,12250
776088319444877312,158,1915
775898661951791106,17240,0
775842724423557120,2805,12226
775733305207554048,4190,14439
775729183532220416,4822,13490
775364825476165632,3124,7728
775350846108426240,4089,10587
775085132600442880,4952,16222
774757898236878852,1861,8936
774639387460112384,1812,7007
774314403806253056,5813,22695
773985732834758656,4052,11171
773922284943896577,1831,6670
773704687002451968,1702,6880
773670353721753600,1363,5543
773547596996571136,6469,23019
773336787167145985,5340,0
773308824254029826,7826,24233
773247561583001600,3393,9822
773191612633579521,4331,10407
772877495989305348,4066,8919
772826264096874500,2450,8359
772615324260794368,3532,0
772581559778025472,1771,6753
772193107915964416,1449,6296
772152991789019136,1179,3954
772117678702071809,774,3925
772114945936949249,491,2823
772102971039580160,975,4169
771908950375665664,1987,6845
771770456517009408,3558,12492
771500966810099713,2729,8594
771380798096281600,5340,10924
771171053431250945,7865,0
771136648247640064,3049,9518
771102124360998913,1504,6497
771014301343748096,1724,7153
771004394259247104,227,0
770787852854652928,1266,5141
770772759874076672,1481,5388
770655142660169732,1834,7613
770414278348247044,2179,6560
770293558247038976,1553,6486
770093767776997377,3195,0
770069151037685760,2398,7875
769940425801170949,10032,32645
769695466921623552,1735,6642
769335591808995329,8063,0
769212283578875904,1789,5617
768970937022709760,6819,14990
768909767477751808,2810,0
768855141948723200,928,4366
768609597686943744,1252,4279
768596291618299904,1338,5231
768554158521745409,6083,0
768473857036525572,3593,14181
768193404517830656,3720,11322
767884188863397888,1450,4947
767754930266464257,5632,16670
767500508068192258,2438,7773
767191397493538821,3956,12755
767122157629476866,2979,10535
766864461642756096,5899,0
766793450729734144,1414,5284
766714921925144576,395,2709
766693177336135680,827,4182
766423258543644672,1662,6250
766313316352462849,1967,7049
766078092750233600,2731,0
766069199026450432,894,4420
766008592277377025,518,3898
765719909049503744,2233,7522
765669560888528897,1270,5393
765395769549590528,3536,27521
765371061932261376,2256,7372
765222098633691136,3532,12072
764857477905154048,1844,6688
764259802650378240,1569,6259
763956972077010945,57,777
763837565564780549,4347,13069
763183847194451968,1541,5592
763167063695355904,3155,0
763103485927849985,2383,7643
762699858130116608,3780,12625
762471784394268675,6740,11689
762464539388485633,4369,10700
762316489655476224,1169,4987
762035686371364864,16257,33175
761976711479193600,2098,5594
761750502866649088,4101,0
761745352076779520,892,4420
761672994376806400,30338,51390
761599872357261312,1230,4281
761371037149827077,18827,0
761334018830917632,1509,5389
761292947749015552,1133,4628
761227390836215808,1625,5506
761004547850530816,3621,11753
760893934457552897,1018,3953
760656994973933572,1988,6861
760641137271070720,1339,5147
760539183865880579,3775,7861
760521673607086080,1455,4389
760290219849637889,11999,27814
760252756032651264,903,4094
760190180481531904,1880,5913
760153949710192640,31,0
759943073749200896,2170,6152
759923798737051648,5899,15209
759846353224826880,2059,6952
759793422261743616,1976,6180
759566828574212096,21983,0
759557299618865152,1224,4863
759447681597108224,2539,8809
759446261539934208,504,1730
759197388317847553,2022,6282
759159934323924993,1214,0
759099523532779520,4340,15045
759047813560868866,2108,6745
758854675097526272,930,3680
758828659922702336,4003,11588
758740312047005698,1675,5933
758474966123810816,1036,3949
758467244762497024,2313,4969
758405701903519748,2003,5389
758355060040593408,1126,3539
758099635764359168,10450,19825
758041019896193024,386,2796
757741869644341248,3386,7116
757729163776290825,8359,0
757725642876129280,1260,4696
757611664640446465,1149,4729
757597904299253760,306,0
757596066325864448,1090,4485
757400162377592832,7116,15686
757393109802180609,1802,6029
757354760399941633,1479,4673
756998049151549440,2063,6502
756939218950160384,2087,6872
756651752796094464,1359,5237
756526248105566208,3742,10771
756303284449767430,1134,4084
756288534030475264,18156,44314
756275833623502848,1589,6645
755955933503782912,2993,7593
755206590534418437,5553,17021
755110668769038337,11530,21976
754874841593970688,8255,0
754856583969079297,2622,7117
754747087846248448,546,2665
754482103782404096,2025,5496
754449512966619136,756,3883
754120377874386944,2440,8133
753655901052166144,2245,6029
753420520834629632,3700,8192
753398408988139520,1992,5964
753375668877008896,2427,7893
753298634498793472,5955,0
753294487569522689,1081,3495
753039830821511168,21766,38409
753026973505581056,1008,4037
752932432744185856,7121,13067
752917284578922496,1637,7134
752701944171524096,2987,0
752682090207055872,1658,6188
752660715232722944,1630,4541
752568224206688256,2375,5707
752519690950500352,3570,7616
752334515931054080,1143,3939
752309394570878976,17053,0
752173152931807232,1909,6138
751950017322246144,962,3167
751937170840121344,1390,5369
751830394383790080,2024,5984
751793661361422336,3008,6048
751598357617971201,3148,8168
751583847268179968,1146,4543
751538714308972544,1309,5211
751456908746354688,1038,3310
751251247299190784,6116,12919
751205363882532864,1892,6520
751132876104687617,1349,5230
750868782890057730,1433,4940
750719632563142656,5234,13618
750506206503038976,1184,4583
750429297815552001,4445,13593
750383411068534784,1189,4701
750381685133418496,29,728
750147208377409536,995,3211
750132105863102464,1342,3750
750117059602808832,1358,4472
750101899009982464,875,3142
750086836815486976,560,2241
750071704093859840,3457,8126
750056684286914561,932,3251
750041628174217216,644,3277
750026558547456000,815,2795
750011400160841729,941,3340
749996283729883136,845,3159
749981277374128128,2543,5278
749774190421639168,1364,4805
749417653287129088,1710,6294
749403093750648834,554,2704
749395845976588288,3570,8865
749317047558017024,2309,5654
749075273010798592,2143,5943
749064354620928000,1574,4942
749036806121881602,816,3198
748977405889503236,3527,11080
748932637671223296,2342,6005
748705597323898880,980,2852
748699167502000129,1652,4890
748692773788876800,1369,4371
748575535303884801,2051,6248
748568946752774144,690,2255
748346686624440324,1274,5372
748337862848962560,4249,7904
748324050481647620,786,3792
748307329658011649,732,3770
748220828303695873,8085,14587
747963614829678593,2219,5935
747933425676525569,2629,6819
747885874273214464,1013,3033
747844099428986880,771,2897
747816857231626240,1203,4992
747651430853525504,161,1421
747648653817413632,6041,13305
747600769478692864,573,2387
747594051852075008,1087,3796
747512671126323200,1651,5695
747461612269887489,1070,3981
747439450712596480,1983,5590
747242308580548608,2978,0
747219827526344708,1630,5442
747204161125646336,947,3479
747103485104099331,4106,9854
746906459439529985,309,2974
746872823977771008,2203,6158
746818907684614144,1790,5447
746790600704425984,1642,5016
746757706116112384,4037,9846
746726898085036033,1852,6220
746542875601690625,1929,5183
746521445350707200,1016,0
746507379341139972,1113,4778
746369468511756288,1690,6352
746131877086527488,2286,7111
746056683365994496,838,3647
745789745784041472,1102,4137
745712589599014916,2400,7188
745433870967832576,2626,7286
745422732645535745,2511,8837
745314880350101504,2857,7380
745074613265149952,3628,8053
745057283344719872,2349,7443
744995568523612160,639,3047
744971049620602880,2771,8112
744709971296780288,1616,5758
744334592493166593,2194,6965
744234799360020481,80630,161051
744223424764059648,378,1725
743980027717509120,1134,4278
743895849529389061,987,3740
743835915802583040,2153,0
743609206067040256,1416,4608
743595368194129920,6763,18950
743545585370791937,971,3628
743510151680958465,3825,8129
743253157753532416,1264,4341
743222593470234624,1955,6371
743210557239623680,1413,3954
742534281772302336,3671,7237
742528092657332225,2039,4543
742465774154047488,4004,7453
742423170473463808,3892,10074
742385895052087300,2036,6984
742161199639494656,1423,4466
742150209887731712,1588,5277
741793263812808706,1557,4664
741743634094141440,2852,8398
741438259667034112,857,3760
741303864243200000,3324,9011
741099773336379392,5689,10277
741067306818797568,3195,9725
740995100998766593,2833,6550
740711788199743490,966,3501
740699697422163968,809,2913
740676976021798912,7013,18649
740373189193256964,13694,35796
740365076218183684,442,2529
740359016048689152,882,3383
740214038584557568,2025,6865
739979191639244800,6083,20497
739932936087216128,1116,4151
739844404073074688,883,3901
739623569819336705,1399,3880
739606147276148736,1701,5503
739544079319588864,21983,40660
739485634323156992,3024,7348
739238157791694849,59797,118960
738891149612572673,6,112
738885046782832640,1177,3865
738883359779196928,824,3398
738537504001953792,1597,5225
738402415918125056,861,3321
738184450748633089,1247,4422
738166403467907072,3481,9013
738156290900254721,666,2570
737826014890496000,1814,5396
737800304142471168,3576,10246
737678689543020544,1368,5161
737445876994609152,4585,10529
737322739594330112,836,3685
737310737551491075,7613,15052
736736130620620800,1788,4392
736392552031657984,7628,18164
736365877722001409,1279,4086
736225175608430592,2857,8318
736010884653420544,3080,8087
735991953473572864,1184,3683
735648611367784448,1137,4110
735635087207878657,2408,6330
735274964362878976,5202,13325
735256018284875776,909,3413
735137028879360001,993,3199
734912297295085568,538,2811
734787690684657664,6463,12863
734776360183431168,558,2571
734559631394082816,407,1525
733828123016450049,804,3658
733822306246479872,1040,3753
733482008106668032,974,3213
733460102733135873,1322,4306
733109485275860992,17240,50453
732732193018155009,550,2498
732726085725589504,911,3624
732585889486888962,791,3763
